time,L1AccX_filtered,L2AccX_filtered,L3AccX_filtered,,,, ,,,,,,
51.205,-0.005613211,-0.013312033,-0.019255389,,,,,,,,,,
51.21,-0.005179019,-0.012292475,-0.017775825,,,,,,,,,,
51.215,-0.004724042,-0.01122306,-0.016223474,,,,,,,,,,
51.22,-0.004250149,-0.010108367,-0.014604885,,,,,,,,,,
51.225,-0.003759407,-0.008952952,-0.012926927,,,,,,,,,,
51.23,-0.003253827,-0.007761829,-0.011196642,,,,,,,,,,
51.235,-0.00273558,-0.006540057,-0.009421483,,,,,,,,,,
51.24,-0.002206823,-0.005292739,-0.007608836,,,,,,,,,,
51.245,-0.001669803,-0.00402507,-0.005766295,,,,,,,,,,
51.25,-0.001126752,-0.002742575,-0.003901792,,,,,,,,,,
51.255,-0.00057996,-0.001450524,-0.002023004,,,,,,,,,,
51.26,-3.18E-05,-0.000154343,-0.00013788,,,,,,,,,,
51.265,0.000515626,0.001140419,0.001745602,,,,,,,,,,
51.27,0.00105994,0.002428422,0.003619553,,,,,,,,,,
51.275,0.001598908,0.003704245,0.005476199,,,,,,,,,,
51.28,0.002130285,0.004962565,0.007307704,,,,,,,,,,
51.285,0.002651971,0.006197989,0.009106312,,,,,,,,,,
51.29,0.003161635,0.0074055,0.010864671,,,,,,,,,,
51.295,0.003657286,0.008580003,0.012575374,,,,,,,,,,
51.3,0.004136907,0.009716593,0.014231222,,,,,,,,,,
51.305,0.004598419,0.010810521,0.015825406,,,,,,,,,,
51.31,0.005040037,0.011857328,0.017351172,,,,,,,,,,
51.315,0.005459918,0.01285261,0.018802263,,,,,,,,,,
51.32,0.005856368,0.013792252,0.020172636,,,,,,,,,,
51.325,0.00622771,0.014672487,0.021456573,,,,,,,,,,
51.33,0.00657249,0.015489511,0.022648826,,,,,,,,,,
51.335,0.006889245,0.016240027,0.023744383,,,,,,,,,,
51.34,0.007176788,0.016921086,0.024738881,,,,,,,,,,
51.345,0.007433912,0.017529783,0.025628128,,,,,,,,,,
51.35,0.007659611,0.018063593,0.026408486,,,,,,,,,,
51.355,0.007853011,0.018520553,0.027076825,,,,,,,,,,
51.36,0.008013353,0.01889874,0.02763044,,,,,,,,,,
51.365,0.008139982,0.019196616,0.028067121,,,,,,,,,,
51.37,0.008232432,0.019413128,0.028385125,,,,,,,,,,
51.375,0.008290357,0.019547386,0.02858328,,,,,,,,,,
51.38,0.008313549,0.019598944,0.02866087,,,,,,,,,,
51.385,0.008302009,0.019567789,0.02861762,,,,,,,,,,
51.39,0.008255737,0.019454075,0.028453984,,,,,,,,,,
51.395,0.008175021,0.019258416,0.028170598,,,,,,,,,,
51.4,0.008060288,0.018981784,0.027768837,,,,,,,,,,
51.405,0.007911879,0.018625412,0.027250636,,,,,,,,,,
51.41,0.007730654,0.018190886,0.026618165,,,,,,,,,,
51.415,0.007517309,0.017680188,0.025874246,,,,,,,,,,
51.42,0.007272713,0.017095531,0.025022188,,,,,,,,,,
51.425,0.006998013,0.01643953,0.024065707,,,,,,,,,,
51.43,0.006694364,0.015715014,0.023008812,,,,,,,,,,
51.435,0.006363042,0.014925145,0.021856227,,,,,,,,,,
51.44,0.006005482,0.014073371,0.020612916,,,,,,,,,,
51.445,0.00562319,0.01316326,0.019284103,,,,,,,,,,
51.45,0.005217754,0.012198828,0.017875563,,,,,,,,,,
51.455,0.004790944,0.01118421,0.016393413,,,,,,,,,,
51.46,0.004344478,0.010123754,0.014843802,,,,,,,,,,
51.465,0.00388028,0.009021999,0.013233478,,,,,,,,,,
51.47,0.003400278,0.007883718,0.011569282,,,,,,,,,,
51.475,0.00290649,0.006713656,0.009858267,,,,,,,,,,
51.48,0.00240103,0.005516885,0.008107704,,,,,,,,,,
51.485,0.001885936,0.004298506,0.006325144,,,,,,,,,,
51.49,0.001363425,0.003063631,0.004518068,,,,,,,,,,
51.495,0.00083562,0.001817534,0.002694069,,,,,,,,,,
51.5,0.000304858,0.000565498,0.000860989,,,,,,,,,,
51.505,-0.000226793,-0.00068718,-0.000973447,,,,,,,,,,
51.51,-0.000756941,-0.001935177,-0.002801519,,,,,,,,,,
51.515,-0.001283469,-0.003173282,-0.00461551,,,,,,,,,,
51.52,-0.001804247,-0.00439625,-0.006407738,,,,,,,,,,
51.525,-0.002316996,-0.005598891,-0.008170686,,,,,,,,,,
51.53,-0.002819662,-0.006776126,-0.009896884,,,,,,,,,,
51.535,-0.003310134,-0.00792306,-0.011579132,,,,,,,,,,
51.54,-0.00378635,-0.009034874,-0.013210398,,,,,,,,,,
51.545,-0.004246277,-0.010106887,-0.014783813,,,,,,,,,,
51.55,-0.004688115,-0.01113457,-0.0162928,,,,,,,,,,
51.555,-0.005109892,-0.012113722,-0.017731079,,,,,,,,,,
51.56,-0.005510018,-0.013040214,-0.019092673,,,,,,,,,,
51.565,-0.005886731,-0.013910183,-0.02037186,,,,,,,,,,
51.57,-0.006238493,-0.014720077,-0.021563379,,,,,,,,,,
51.575,-0.006563815,-0.01546657,-0.022662308,,,,,,,,,,
51.58,-0.006861317,-0.016146463,-0.023664091,,,,,,,,,,
51.585,-0.007129801,-0.016757076,-0.024564682,,,,,,,,,,
51.59,-0.007368136,-0.017295888,-0.025360374,,,,,,,,,,
51.595,-0.007575405,-0.017760628,-0.026047987,,,,,,,,,,
51.6,-0.007750719,-0.018149519,-0.026624669,,,,,,,,,,
51.605,-0.007893396,-0.018461045,-0.027088261,,,,,,,,,,
51.61,-0.008002827,-0.018693882,-0.027436878,,,,,,,,,,
51.615,-0.008078567,-0.018847184,-0.027669174,,,,,,,,,,
51.62,-0.008120286,-0.01892051,-0.027784524,,,,,,,,,,
51.625,-0.008127851,-0.018913444,-0.027782478,,,,,,,,,,
51.63,-0.008101239,-0.018826207,-0.027663179,,,,,,,,,,
51.635,-0.008040606,-0.018659379,-0.027427404,,,,,,,,,,
51.64,-0.007946198,-0.018413693,-0.027076316,,,,,,,,,,
51.645,-0.007818443,-0.01809033,-0.026611476,,,,,,,,,,
51.65,-0.007657936,-0.017690787,-0.026035061,,,,,,,,,,
51.655,-0.007465232,-0.017216811,-0.02534982,,,,,,,,,,
51.66,-0.007241271,-0.016670448,-0.024558693,,,,,,,,,,
51.665,-0.006986971,-0.016054236,-0.023665257,,,,,,,,,,
51.67,-0.00670339,-0.015370766,-0.022673523,,,,,,,,,,
51.675,-0.006391822,-0.014623095,-0.021587715,,,,,,,,,,
51.68,-0.006053581,-0.013814456,-0.020412638,,,,,,,,,,
51.685,-0.005690088,-0.012948363,-0.019153417,,,,,,,,,,
51.69,-0.005302938,-0.012028641,-0.01781562,,,,,,,,,,
51.695,-0.004893728,-0.011059083,-0.016404875,,,,,,,,,,
51.7,-0.004464161,-0.010043899,-0.014927394,,,,,,,,,,
51.705,-0.004016082,-0.008987636,-0.013389686,,,,,,,,,,
51.71,-0.003551353,-0.007894643,-0.011798119,,,,,,,,,,
51.715,-0.00307202,-0.006769585,-0.010159635,,,,,,,,,,
51.72,-0.002580088,-0.005617525,-0.008481293,,,,,,,,,,
51.725,-0.002077685,-0.004443144,-0.006770239,,,,,,,,,,
51.73,-0.001566896,-0.003251424,-0.005033711,,,,,,,,,,
51.735,-0.001049871,-0.002047633,-0.003279241,,,,,,,,,,
51.74,-0.000528786,-0.000836757,-0.001514288,,,,,,,,,,
51.745,-5.83E-06,0.000376201,0.000253785,,,,,,,,,,
51.75,0.00051676,0.001585852,0.002017265,,,,,,,,,,
51.755,0.001036768,0.002787216,0.003768835,,,,,,,,,,
51.76,0.001551957,0.003975273,0.005501107,,,,,,,,,,
51.765,0.002060118,0.005144889,0.007206728,,,,,,,,,,
51.77,0.002559171,0.006291172,0.008878515,,,,,,,,,,
51.775,0.003047068,0.00740935,0.010509499,,,,,,,,,,
51.78,0.003521698,0.008494763,0.012092828,,,,,,,,,,
51.785,0.003981107,0.009542767,0.013621838,,,,,,,,,,
51.79,0.004423345,0.010549046,0.015090198,,,,,,,,,,
51.795,0.00484655,0.011509481,0.016491876,,,,,,,,,,
51.8,0.005248911,0.012419942,0.017820969,,,,,,,,,,
51.805,0.005628758,0.013276686,0.019072144,,,,,,,,,,
51.81,0.005984491,0.014076212,0.020240126,,,,,,,,,,
51.815,0.006314673,0.014815238,0.021320223,,,,,,,,,,
51.82,0.00661797,0.015490696,0.02230799,,,,,,,,,,
51.825,0.006893063,0.016099982,0.023199479,,,,,,,,,,
51.83,0.007138833,0.016640555,0.023991104,,,,,,,,,,
51.835,0.007354267,0.017110158,0.024679697,,,,,,,,,,
51.84,0.007538486,0.017507051,0.025262749,,,,,,,,,,
51.845,0.007690666,0.017829658,0.025737868,,,,,,,,,,
51.85,0.007810319,0.018076664,0.026103355,,,,,,,,,,
51.855,0.007896954,0.018247201,0.026357887,,,,,,,,,,
51.86,0.007950262,0.018340863,0.026500655,,,,,,,,,,
51.865,0.0079701,0.018357189,0.026531294,,,,,,,,,,
51.87,0.007956427,0.018296326,0.026449946,,,,,,,,,,
51.875,0.007909278,0.018158735,0.026257251,,,,,,,,,,
51.88,0.00782894,0.017945053,0.025954293,,,,,,,,,,
51.885,0.007715795,0.017656307,0.025542649,,,,,,,,,,
51.89,0.007570306,0.017294017,0.025024286,,,,,,,,,,
51.895,0.007393236,0.016859756,0.02440163,,,,,,,,,,
51.9,0.007185431,0.016355577,0.023677629,,,,,,,,,,
51.905,0.00694777,0.015783699,0.022855494,,,,,,,,,,
51.91,0.006681318,0.015146788,0.021939109,,,,,,,,,,
51.915,0.006387235,0.014447516,0.020932452,,,,,,,,,,
51.92,0.00606683,0.013688995,0.019840062,,,,,,,,,,
51.925,0.005721461,0.012874664,0.018666879,,,,,,,,,,
51.93,0.005352664,0.012008022,0.017417963,,,,,,,,,,
51.935,0.004962116,0.011092735,0.016098827,,,,,,,,,,
51.94,0.004551472,0.010132995,0.014715151,,,,,,,,,,
51.945,0.00412261,0.00913288,0.013273133,,,,,,,,,,
51.95,0.003677335,0.00809661,0.011778838,,,,,,,,,,
51.955,0.003217541,0.007028761,0.010238814,,,,,,,,,,
51.96,0.002745148,0.00593391,0.008659741,,,,,,,,,,
51.965,0.002262268,0.004816523,0.007048268,,,,,,,,,,
51.97,0.00177094,0.003681734,0.005411426,,,,,,,,,,
51.975,0.001273254,0.002534134,0.003756116,,,,,,,,,,
51.98,0.000771382,0.001378603,0.002089293,,,,,,,,,,
51.985,0.000267495,0.000220195,0.000418167,,,,,,,,,,
51.99,-0.000236284,-0.000936264,-0.001250329,,,,,,,,,,
51.995,-0.000737885,-0.002085999,-0.002909038,,,,,,,,,,
52,-0.001235146,-0.003224048,-0.00455109,,,,,,,,,,
52.005,-0.001726032,-0.004345787,-0.006169521,,,,,,,,,,
52.01,-0.002208424,-0.005446457,-0.007757657,,,,,,,,,,
52.015,-0.002680271,-0.006521497,-0.00930884,,,,,,,,,,
52.02,-0.003139607,-0.007566377,-0.01081667,,,,,,,,,,
52.025,-0.003584494,-0.008576872,-0.012275027,,,,,,,,,,
52.03,-0.004013142,-0.009548753,-0.013677787,,,,,,,,,,
52.035,-0.004423734,-0.010478044,-0.015019215,,,,,,,,,,
52.04,-0.004814711,-0.011360938,-0.016293958,,,,,,,,,,
52.045,-0.005184351,-0.012193951,-0.017496701,,,,,,,,,,
52.05,-0.005531289,-0.012973608,-0.018622699,,,,,,,,,,
52.055,-0.005854037,-0.013696816,-0.019667418,,,,,,,,,,
52.06,-0.006151236,-0.014360773,-0.020626821,,,,,,,,,,
52.065,-0.006421789,-0.014962699,-0.021497009,,,,,,,,,,
52.07,-0.006664596,-0.015500322,-0.022274678,,,,,,,,,,
52.075,-0.006878731,-0.015971666,-0.022956879,,,,,,,,,,
52.08,-0.007063432,-0.016374947,-0.023540952,,,,,,,,,,
52.085,-0.007218025,-0.01670855,-0.024024783,,,,,,,,,,
52.09,-0.007341857,-0.016971465,-0.024406642,,,,,,,,,,
52.095,-0.007434612,-0.017162774,-0.02468533,,,,,,,,,,
52.1,-0.007495928,-0.017281782,-0.024859921,,,,,,,,,,
52.105,-0.007525674,-0.017328312,-0.024930101,,,,,,,,,,
52.11,-0.007523798,-0.0173025,-0.024895916,,,,,,,,,,
52.115,-0.007490495,-0.017204459,-0.024757773,,,,,,,,,,
52.12,-0.007426022,-0.017035031,-0.024516593,,,,,,,,,,
52.125,-0.007330742,-0.01679528,-0.024173825,,,,,,,,,,
52.13,-0.007205211,-0.016486209,-0.023731125,,,,,,,,,,
52.135,-0.007050006,-0.016109379,-0.023190673,,,,,,,,,,
52.14,-0.006865899,-0.015666808,-0.022555105,,,,,,,,,,
52.145,-0.006653741,-0.015160386,-0.021827454,,,,,,,,,,
52.15,-0.006414574,-0.0145925,-0.021010885,,,,,,,,,,
52.155,-0.006149502,-0.01396587,-0.020109211,,,,,,,,,,
52.16,-0.005859699,-0.013283258,-0.019126477,,,,,,,,,,
52.165,-0.005546581,-0.012547659,-0.018066992,,,,,,,,,,
52.17,-0.005211519,-0.011762531,-0.016935456,,,,,,,,,,
52.175,-0.004855944,-0.010931158,-0.015736872,,,,,,,,,,
52.18,-0.004481438,-0.010057274,-0.01447638,,,,,,,,,,
52.185,-0.004089673,-0.009144608,-0.013159476,,,,,,,,,,
52.19,-0.003682317,-0.008197335,-0.011791832,,,,,,,,,,
52.195,-0.003261218,-0.007219317,-0.010379285,,,,,,,,,,
52.2,-0.002828148,-0.006214864,-0.008927825,,,,,,,,,,
52.205,-0.002385009,-0.005188285,-0.007443652,,,,,,,,,,
52.21,-0.001933716,-0.004143959,-0.005933068,,,,,,,,,,
52.215,-0.00147609,-0.003086255,-0.00440237,,,,,,,,,,
52.22,-0.001014123,-0.00201971,-0.002857988,,,,,,,,,,
52.225,-0.000549714,-0.000948801,-0.001306467,,,,,,,,,,
52.23,-8.49E-05,0.000122017,0.000245885,,,,,,,,,,
52.235,0.000378535,0.001188272,0.001792558,,,,,,,,,,
52.24,0.000838467,0.002245501,0.003327193,,,,,,,,,,
52.245,0.001293121,0.003289333,0.004843508,,,,,,,,,,
52.25,0.001740541,0.004315497,0.006335274,,,,,,,,,,
52.255,0.002179003,0.005319776,0.007796406,,,,,,,,,,
52.26,0.002606713,0.006298071,0.009220982,,,,,,,,,,
52.265,0.003021867,0.007246489,0.010603242,,,,,,,,,,
52.27,0.003422889,0.008161129,0.011937637,,,,,,,,,,
52.275,0.003808089,0.009038357,0.01321875,,,,,,,,,,
52.28,0.00417595,0.00987465,0.014441714,,,,,,,,,,
52.285,0.004525059,0.010666764,0.015601467,,,,,,,,,,
52.29,0.00485403,0.011411451,0.016693575,,,,,,,,,,
52.295,0.005161569,0.012105953,0.017713729,,,,,,,,,,
52.3,0.005446605,0.01274754,0.01865803,,,,,,,,,,
52.305,0.005707941,0.013333815,0.019522802,,,,,,,,,,
52.31,0.005944662,0.013862454,0.020304787,,,,,,,,,,
52.315,0.006155912,0.014331612,0.021001111,,,,,,,,,,
52.32,0.006340861,0.014739521,0.021609155,,,,,,,,,,
52.325,0.006498903,0.015084697,0.022126783,,,,,,,,,,
52.33,0.00662951,0.015366065,0.022552173,,,,,,,,,,
52.335,0.006732247,0.015582685,0.02288384,,,,,,,,,,
52.34,0.006806803,0.01573391,0.023120822,,,,,,,,,,
52.345,0.006853031,0.01581938,0.023262424,,,,,,,,,,
52.35,0.006870841,0.015839061,0.023308426,,,,,,,,,,
52.355,0.006860257,0.015793031,0.023258984,,,,,,,,,,
52.36,0.00682148,0.015681812,0.023114543,,,,,,,,,,
52.365,0.006754719,0.01550609,0.022876156,,,,,,,,,,
52.37,0.006660415,0.015266872,0.022544991,,,,,,,,,,
52.375,0.006539117,0.014965391,0.022122771,,,,,,,,,,
52.38,0.006391371,0.014603077,0.021611483,,,,,,,,,,
52.385,0.006217906,0.014181712,0.021013594,,,,,,,,,,
52.39,0.006019591,0.013703268,0.020331784,,,,,,,,,,
52.395,0.005797263,0.013169802,0.019569082,,,,,,,,,,
52.4,0.005551921,0.012583865,0.018728958,,,,,,,,,,
52.405,0.005284684,0.011948034,0.017815008,,,,,,,,,,
52.41,0.004996728,0.011265021,0.016831246,,,,,,,,,,
52.415,0.004689311,0.010537835,0.015781855,,,,,,,,,,
52.42,0.004363732,0.009769686,0.014671329,,,,,,,,,,
52.425,0.004021426,0.008963765,0.013504442,,,,,,,,,,
52.43,0.003663802,0.008123553,0.012285995,,,,,,,,,,
52.435,0.003292362,0.007252651,0.011021242,,,,,,,,,,
52.44,0.002908646,0.006354613,0.009715379,,,,,,,,,,
52.445,0.002514305,0.005433205,0.00837384,,,,,,,,,,
52.45,0.002110975,0.004492417,0.007002274,,,,,,,,,,
52.455,0.001700269,0.003535981,0.00560623,,,,,,,,,,
52.46,0.001283955,0.002567827,0.004191465,,,,,,,,,,
52.465,0.000863689,0.001592078,0.002763795,,,,,,,,,,
52.47,0.000441113,0.000612677,0.001329037,,,,,,,,,,
52.475,1.81E-05,-0.000366505,-0.000106979,,,,,,,,,,
52.48,-0.000403893,-0.001341378,-0.001538474,,,,,,,,,,
52.485,-0.000822973,-0.002308031,-0.002959613,,,,,,,,,,
52.49,-0.001237493,-0.003262629,-0.004364711,,,,,,,,,,
52.495,-0.00164584,-0.004201219,-0.005748113,,,,,,,,,,
52.5,-0.002046405,-0.005120123,-0.007104369,,,,,,,,,,
52.505,-0.0024375,-0.006015736,-0.008427997,,,,,,,,,,
52.51,-0.00281774,-0.006884389,-0.009713736,,,,,,,,,,
52.515,-0.003185532,-0.007722775,-0.010956575,,,,,,,,,,
52.52,-0.003539456,-0.008527576,-0.012151566,,,,,,,,,,
52.525,-0.003878157,-0.009295609,-0.013294013,,,,,,,,,,
52.53,-0.004200242,-0.010023887,-0.014379558,,,,,,,,,,
52.535,-0.004504564,-0.010709657,-0.015403872,,,,,,,,,,
52.54,-0.004789918,-0.01135015,-0.016362996,,,,,,,,,,
52.545,-0.005055176,-0.011943027,-0.017253349,,,,,,,,,,
52.55,-0.005299317,-0.012486005,-0.018071447,,,,,,,,,,
52.555,-0.005521599,-0.012976994,-0.018814108,,,,,,,,,,
52.56,-0.005721014,-0.013414237,-0.019478727,,,,,,,,,,
52.565,-0.005896833,-0.013796046,-0.020062757,,,,,,,,,,
52.57,-0.006048495,-0.014121019,-0.020563991,,,,,,,,,,
52.575,-0.00617542,-0.01438805,-0.020980767,,,,,,,,,,
52.58,-0.006277081,-0.014596217,-0.021311567,,,,,,,,,,
52.585,-0.006353217,-0.014744726,-0.021555223,,,,,,,,,,
52.59,-0.00640356,-0.014833228,-0.021711033,,,,,,,,,,
52.595,-0.006427981,-0.014861495,-0.021778624,,,,,,,,,,
52.6,-0.006426392,-0.014829466,-0.021757815,,,,,,,,,,
52.605,-0.006398871,-0.014737474,-0.021649066,,,,,,,,,,
52.61,-0.006345589,-0.01458604,-0.021452976,,,,,,,,,,
52.615,-0.006266767,-0.01437575,-0.021170515,,,,,,,,,,
52.62,-0.00616277,-0.014107721,-0.02080311,,,,,,,,,,
52.625,-0.006034088,-0.013783049,-0.020352405,,,,,,,,,,
52.63,-0.005881287,-0.013403156,-0.019820435,,,,,,,,,,
52.635,-0.005705015,-0.012969669,-0.019209477,,,,,,,,,,
52.64,-0.005506,-0.012484404,-0.018522238,,,,,,,,,,
52.645,-0.005285025,-0.011949354,-0.017761664,,,,,,,,,,
52.65,-0.005043082,-0.01136683,-0.016930995,,,,,,,,,,
52.655,-0.004781114,-0.010739162,-0.01603371,,,,,,,,,,
52.66,-0.00450016,-0.010068905,-0.015073589,,,,,,,,,,
52.665,-0.004201419,-0.009358859,-0.014054719,,,,,,,,,,
52.67,-0.003886152,-0.00861195,-0.012981234,,,,,,,,,,
52.675,-0.003555533,-0.007831117,-0.011857657,,,,,,,,,,
52.68,-0.003210961,-0.007019566,-0.010688631,,,,,,,,,,
52.685,-0.002853843,-0.006180587,-0.009478911,,,,,,,,,,
52.69,-0.00248553,-0.005317557,-0.008233569,,,,,,,,,,
52.695,-0.002107628,-0.004433918,-0.0069577,,,,,,,,,,
52.7,-0.00172157,-0.003533249,-0.005656447,,,,,,,,,,
52.705,-0.001328937,-0.00261914,-0.004335174,,,,,,,,,,
52.71,-0.000931355,-0.001695276,-0.002999323,,,,,,,,,,
52.715,-0.000530365,-0.000765356,-0.001654289,,,,,,,,,,
52.72,-0.000127532,0.000166932,-0.00030549,,,,,,,,,,
52.725,0.000275402,0.001097843,0.001041506,,,,,,,,,,
52.73,0.000676917,0.002023638,0.00238127,,,,,,,,,,
52.735,0.001075396,0.002940646,0.003708421,,,,,,,,,,
52.74,0.001469255,0.003845294,0.00501754,,,,,,,,,,
52.745,0.001856824,0.004733806,0.006303385,,,,,,,,,,
52.75,0.002236621,0.005602736,0.00756072,,,,,,,,,,
52.755,0.002607124,0.006448656,0.008784571,,,,,,,,,,
52.76,0.002966837,0.007268192,0.009969915,,,,,,,,,,
52.765,0.003314312,0.008057968,0.011111999,,,,,,,,,,
52.77,0.003648126,0.008815026,0.012206344,,,,,,,,,,
52.775,0.003966948,0.009536232,0.013248436,,,,,,,,,,
52.78,0.004269562,0.010218695,0.014234168,,,,,,,,,,
52.785,0.004554641,0.010859812,0.015159643,,,,,,,,,,
52.79,0.004821061,0.011456939,0.016021136,,,,,,,,,,
52.795,0.005067871,0.012007695,0.016815216,,,,,,,,,,
52.8,0.005293906,0.012509928,0.017538742,,,,,,,,,,
52.805,0.005498296,0.012961701,0.018188955,,,,,,,,,,
52.81,0.005680335,0.01336104,0.018763101,,,,,,,,,,
52.815,0.005839173,0.013706517,0.019259084,,,,,,,,,,
52.82,0.005974135,0.013996733,0.019675014,,,,,,,,,,
52.825,0.006084774,0.014230388,0.02000916,,,,,,,,,,
52.83,0.006170613,0.014406702,0.02026032,,,,,,,,,,
52.835,0.00623124,0.014524972,0.020427613,,,,,,,,,,
52.84,0.006266503,0.014584695,0.020510436,,,,,,,,,,
52.845,0.006276156,0.014585555,0.020508434,,,,,,,,,,
52.85,0.006260178,0.014527792,0.0204219,,,,,,,,,,
52.855,0.006218726,0.014411398,0.020251233,,,,,,,,,,
52.86,0.006151895,0.014236973,0.019997077,,,,,,,,,,
52.865,0.006059886,0.014005211,0.019660794,,,,,,,,,,
52.87,0.0059432,0.013717063,0.019243801,,,,,,,,,,
52.875,0.005802289,0.013373629,0.018747743,,,,,,,,,,
52.88,0.005637709,0.012976449,0.018174916,,,,,,,,,,
52.885,0.005450082,0.01252701,0.017527783,,,,,,,,,,
52.89,0.005240252,0.01202717,0.016808942,,,,,,,,,,
52.895,0.005009138,0.011478963,0.0160215,,,,,,,,,,
52.9,0.004757513,0.010884671,0.015168894,,,,,,,,,,
52.905,0.004486543,0.010246631,0.014254537,,,,,,,,,,
52.91,0.004197356,0.009567515,0.013282312,,,,,,,,,,
52.915,0.003891098,0.008850102,0.01225641,,,,,,,,,,
52.92,0.003568974,0.008097242,0.011180958,,,,,,,,,,
52.925,0.003232483,0.007312051,0.010060525,,,,,,,,,,
52.93,0.002882842,0.00649782,0.008899866,,,,,,,,,,
52.935,0.002521617,0.00565775,0.007703713,,,,,,,,,,
52.94,0.002150235,0.004795299,0.00647706,,,,,,,,,,
52.945,0.001770258,0.003914107,0.005225156,,,,,,,,,,
52.95,0.0013833,0.003017708,0.003953116,,,,,,,,,,
52.955,0.00099104,0.002109767,0.00266617,,,,,,,,,,
52.96,0.00059492,0.00119409,0.001369889,,,,,,,,,,
52.965,0.000196717,0.000274324,6.95E-05,,,,,,,,,,
52.97,-0.000201865,-0.000645665,-0.001229579,,,,,,,,,,
52.975,-0.000599225,-0.001562028,-0.002521803,,,,,,,,,,
52.98,-0.000993767,-0.002471144,-0.003801934,,,,,,,,,,
52.985,-0.001383748,-0.003369239,-0.005064675,,,,,,,,,,
52.99,-0.001767543,-0.004252477,-0.006304594,,,,,,,,,,
52.995,-0.002143478,-0.005117238,-0.007516672,,,,,,,,,,
53,-0.002510182,-0.005960089,-0.008695941,,,,,,,,,,
53.005,-0.002865937,-0.006777439,-0.009837347,,,,,,,,,,
53.01,-0.003209305,-0.007565819,-0.010936155,,,,,,,,,,
53.015,-0.003538876,-0.00832218,-0.011987968,,,,,,,,,,
53.02,-0.00385322,-0.009043289,-0.012988221,,,,,,,,,,
53.025,-0.004151072,-0.009726112,-0.013932891,,,,,,,,,,
53.03,-0.004431091,-0.01036791,-0.014818073,,,,,,,,,,
53.035,-0.004692115,-0.010966078,-0.015640038,,,,,,,,,,
53.04,-0.004933144,-0.011517929,-0.016395403,,,,,,,,,,
53.045,-0.005153097,-0.012021365,-0.017081122,,,,,,,,,,
53.05,-0.00535097,-0.012474316,-0.017694272,,,,,,,,,,
53.055,-0.005526136,-0.012874802,-0.018232343,,,,,,,,,,
53.06,-0.005677786,-0.013221247,-0.018693157,,,,,,,,,,
53.065,-0.005805203,-0.013512329,-0.01907483,,,,,,,,,,
53.07,-0.005907929,-0.013746647,-0.019375819,,,,,,,,,,
53.075,-0.005985561,-0.013923364,-0.019594911,,,,,,,,,,
53.08,-0.006037775,-0.014041845,-0.019731239,,,,,,,,,,
53.085,-0.006064292,-0.014101571,-0.019784314,,,,,,,,,,
53.09,-0.006065121,-0.014102222,-0.01975391,,,,,,,,,,
53.095,-0.006040207,-0.014044052,-0.019640204,,,,,,,,,,
53.1,-0.005989773,-0.013927336,-0.019443829,,,,,,,,,,
53.105,-0.005913978,-0.013752441,-0.0191655,,,,,,,,,,
53.11,-0.0058131,-0.013520205,-0.018806533,,,,,,,,,,
53.115,-0.005687705,-0.013231851,-0.018368569,,,,,,,,,,
53.12,-0.005538343,-0.012888421,-0.017853375,,,,,,,,,,
53.125,-0.005365591,-0.012491393,-0.017263206,,,,,,,,,,
53.13,-0.005170208,-0.012042771,-0.016600704,,,,,,,,,,
53.135,-0.004953215,-0.011544253,-0.01586853,,,,,,,,,,
53.14,-0.004715505,-0.010998025,-0.015069866,,,,,,,,,,
53.145,-0.004457992,-0.010406586,-0.01420825,,,,,,,,,,
53.15,-0.004181912,-0.009772418,-0.013287203,,,,,,,,,,
53.155,-0.003888493,-0.009098131,-0.012310655,,,,,,,,,,
53.16,-0.003578875,-0.008386809,-0.011282879,,,,,,,,,,
53.165,-0.003254488,-0.007641475,-0.010208137,,,,,,,,,,
53.17,-0.002916779,-0.006865263,-0.009091002,,,,,,,,,,
53.175,-0.002567157,-0.006061549,-0.007936217,,,,,,,,,,
53.18,-0.002207228,-0.005233882,-0.006748712,,,,,,,,,,
53.185,-0.001838455,-0.004385698,-0.005533414,,,,,,,,,,
53.19,-0.001462432,-0.00352059,-0.004295572,,,,,,,,,,
53.195,-0.001080872,-0.002642422,-0.003040437,,,,,,,,,,
53.2,-0.00069531,-0.001754889,-0.001773227,,,,,,,,,,
53.205,-0.000307441,-0.00086159,-0.000499276,,,,,,,,,,
53.21,8.10E-05,3.34E-05,0.000775897,,,,,,,,,,
53.215,0.00046829,0.000926252,0.002047001,,,,,,,,,,
53.22,0.000852923,0.001813382,0.003308748,,,,,,,,,,
53.225,0.001233119,0.00269094,0.004555747,,,,,,,,,,
53.23,0.00160732,0.003554969,0.005782715,,,,,,,,,,
53.235,0.001973888,0.004402051,0.006984542,,,,,,,,,,
53.24,0.002331327,0.005228621,0.008156198,,,,,,,,,,
53.245,0.002678057,0.00603099,0.009292685,,,,,,,,,,
53.25,0.003012626,0.006805822,0.010389348,,,,,,,,,,
53.255,0.003333527,0.007549971,0.011441568,,,,,,,,,,
53.26,0.003639502,0.008260092,0.012444883,,,,,,,,,,
53.265,0.003929244,0.008933344,0.01339517,,,,,,,,,,
53.27,0.004201514,0.009566933,0.014288463,,,,,,,,,,
53.275,0.004455158,0.010158162,0.015120977,,,,,,,,,,
53.28,0.004689173,0.010704543,0.015889276,,,,,,,,,,
